TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AZUL4;3,52;;-63,45;-0,17;0,19;24,34;14,77;-0,37;1,60;10,92;10,48;;0,24;-0,33;-0,24;0,27;-0,27;-0,30;64,38;-1,11;2,11;0,81;15,18;;71.575.151,95;-20,59;-0,06;0,67;1.225.442.228,64
AZZA3;29,54;3,78;11,49;0,78;0,41;41,19;11,72;8,29;8,13;10,39;2,26;0,22;0,95;2,10;-0,74;1,78;6,75;3,56;6,81;0,53;0,47;0,43;25,49;28,00;65.097.516,86;38,09;2,57;0,30;6.099.709.076,02
B3SA3;10,32;2,92;12,98;2,93;1,22;89,98;55,08;41,48;9,78;9,43;-0,35;-0,10;5,39;7,35;-1,89;1,86;22,53;9,36;13,14;0,42;0,58;0,23;15,48;15,62;534.677.114,90;3,53;0,79;5,86;56.001.480.000,00
BAHI3;4,51;;826,54;0,98;0,20;42,59;19,28;0,04;1,72;3,39;1,67;0,95;0,33;-2,08;-0,24;0,67;0,12;0,02;22,75;0,20;0,75;0,59;53,65;;10.999,33;4,61;0,01;-8,25;119.021.524,82
BALM3;12,38;;6,12;0,74;0,45;61,39;11,71;11,11;5,81;3,07;-2,41;-0,31;0,68;0,96;-1,65;2,82;12,16;7,37;6,91;0,61;0,40;0,66;7,24;48,42;308,00;16,64;2,02;0,01;114.562.000,00
BALM4;11,00;6,52;5,44;0,66;0,40;61,39;11,71;11,11;5,16;3,07;-2,41;-0,31;0,60;0,85;-1,46;2,82;12,16;7,37;6,91;0,61;0,40;0,66;7,24;48,42;14.363,29;16,64;2,02;0,01;114.562.000,00
BAUH3;0,00;;0,00;0,00;0,00;25,85;8,37;10,42;0,00;;-1,68;-0,30;0,00;0,00;0,00;1,40;21,97;14,44;15,48;0,66;0,34;1,39;5,05;19,99;;21,79;4,79;0,00;
BAUH4;78,48;;16,39;3,60;2,37;25,85;8,37;10,42;20,41;;-1,68;-0,30;1,71;18,43;-4,28;1,40;21,97;14,44;15,48;0,66;0,34;1,39;5,05;19,99;1.868,62;21,79;4,79;-0,02;
BAZA3;85,95;7,71;3,69;0,75;0,09;14,51;31,41;28,37;3,34;3,34;;;1,05;2,39;-0,10;;20,19;2,55;;0,13;0,87;0,09;25,91;64,26;152.572,48;115,26;23,27;0,40;4.818.212.174,25
BBAS3;24,16;10,82;4,33;0,77;0,06;37,76;12,73;12,13;4,13;4,13;;;0,53;1,81;-0,06;18,28;17,70;1,31;;0,07;0,92;0,11;17,16;18,25;388.831.035,76;31,53;5,58;-1,09;138.456.950.406,40
BBDC3;10,71;6,96;7,69;0,68;0,06;31,34;5,89;7,03;9,17;9,53;;;0,54;0,58;-0,06;12,95;8,87;0,73;;0,08;0,92;0,10;14,80;-2,22;105.374.173,10;15,70;1,39;1,09;118.492.728.856,83
BBDC4;11,56;7,10;8,30;0,74;0,06;31,34;5,89;7,03;9,90;9,53;;;0,58;0,63;-0,07;12,95;8,87;0,73;;0,08;0,92;0,10;14,80;-2,22;345.322.434,19;15,70;1,39;1,18;118.492.728.856,83
BBML3;3.936,42;;-2.560,51;-7.089,59;141,45;5,41;1,44;-4,01;7.141,34;7.161,60;20,26;;102,60;-774,57;-213,54;0,65;-276,88;-5,52;-17,06;-0,02;1,02;1,38;25,94;;;-0,56;-1,54;12,66;160.451.699.191,56
BBSE3;36,18;7,33;8,50;5,91;3,77;;;;7,54;7,54;;;;18,01;-6,15;2,17;69,51;44,32;;0,64;0,36;0,00;;19,19;155.475.676,62;6,13;4,26;0,76;72.360.000.000,00
BDLL3;12,00;;0,19;-0,08;0,03;-83,76;-337,81;670,81;-0,38;-3,61;-3,30;;1,28;-0,08;-0,06;0,52;-43,36;18,26;130,73;-0,42;1,42;0,03;-22,74;;0,00;-144,82;62,79;0,00;15.625.891,20
BDLL4;8,40;;0,13;-0,06;0,02;-83,76;-337,81;670,81;-0,27;-3,61;-3,30;;0,90;-0,06;-0,05;0,52;-43,36;18,26;130,73;-0,42;1,42;0,03;-22,74;;580,86;-144,82;62,79;0,00;15.625.891,20
BEEF3;5,09;;2.332,88;4,15;0,09;21,13;7,53;0,00;1,39;5,38;3,99;11,92;0,10;0,26;-0,27;1,92;0,18;0,00;8,03;0,02;0,96;0,82;10,65;;43.578.467,43;1,23;0,00;-23,41;3.091.072.541,63
BEES3;8,52;7,79;7,09;1,18;0,07;30,78;11,08;7,91;5,07;5,10;;;0,56;0,28;-0,10;;16,68;1,01;;0,06;0,94;0,13;18,84;19,80;87.254,95;7,20;1,20;0,69;2.706.860.802,00
BEES4;8,70;5,52;7,24;1,21;0,07;30,78;11,08;7,91;5,17;5,10;;;0,57;0,29;-0,10;;16,68;1,01;;0,06;0,94;0,13;18,84;19,80;21.678,29;7,20;1,20;0,70;2.706.860.802,00
BFRE11;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BFRE12;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BGIP3;24,87;8,82;3,13;0,65;0,05;39,62;17,00;11,80;2,17;2,14;;;0,37;-0,36;-0,09;0,80;20,62;1,45;;0,07;0,93;0,12;13,80;18,70;1.762,24;38,51;7,94;0,02;453.488.040,99
BGIP4;24,00;10,05;3,02;0,62;0,04;39,62;17,00;11,80;2,10;2,14;;;0,36;-0,35;-0,09;0,80;20,62;1,45;;0,07;0,93;0,12;13,80;18,70;14.418,33;38,51;7,94;0,02;453.488.040,99
BHIA3;2,89;;-0,17;0,08;0,01;30,06;-1,82;-5,98;-0,57;-14,95;-14,38;2,15;0,01;-0,07;-0,01;0,76;-49,14;-5,11;-11,40;0,10;0,90;0,85;1,39;;9.170.772,81;34,10;-16,75;0,02;274.801.421,33
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;10,66;;-18,08;4,69;2,78;19,60;-61,57;-60,85;-17,87;-17,34;0,53;-0,14;11,00;7,17;-6,21;3,36;-25,94;-15,38;-18,28;0,59;0,41;0,25;137,44;;1.010.101,86;2,27;-0,59;1,97;1.352.130.187,46
BLAU3;13,15;2,77;12,61;1,12;0,73;35,38;15,77;11,10;8,87;9,31;0,44;0,06;1,40;2,09;-1,42;3,48;8,92;5,77;8,01;0,65;0,36;0,52;11,91;8,70;3.243.784,14;11,69;1,04;-0,31;2.359.030.297,85
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-0,76;-0,14;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,22;-0,04;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,06;14.115.600,06
BMEB3;31,62;6,33;4,92;1,72;0,14;59,07;16,09;12,21;3,74;3,98;;;0,60;0,84;-0,16;;35,01;2,80;;0,08;0,92;0,23;15,64;63,94;19.480,62;18,34;6,42;0,04;3.536.165.724,48
BMEB4;37,20;5,92;5,79;2,03;0,16;59,07;16,09;12,21;4,39;3,98;;;0,71;0,99;-0,19;;35,01;2,80;;0,08;0,92;0,23;15,64;63,94;887.519,90;18,34;6,42;0,04;3.536.165.724,48
BMGB4;3,73;9,92;5,89;0,49;0,05;45,26;3,90;4,63;6,99;6,53;-0,46;-0,03;0,27;;-0,05;;8,27;0,82;5,10;0,10;0,90;0,18;20,44;10,97;1.558.183,38;7,66;0,63;0,09;2.175.456.893,03
BMIN3;19,50;6,53;11,42;0,67;0,23;53,25;33,14;23,18;7,99;7,83;;;2,65;40,68;-0,23;;5,85;2,00;;0,34;0,66;0,09;19,32;14,83;938,10;29,17;1,71;-0,81;92.245.028,20
BMIN4;16,90;8,28;9,90;0,58;0,20;53,25;33,14;23,18;6,92;7,83;;;2,29;35,26;-0,20;;5,85;2,00;;0,34;0,66;0,09;19,32;14,83;3.068,62;29,17;1,71;-0,70;92.245.028,20
BMKS3;323,00;12,16;10,22;0,72;0,64;29,86;10,27;90,16;89,73;-4,28;-94,01;-0,76;9,22;0,87;-2,64;34,72;7,09;6,24;-1,64;0,88;0,12;0,07;2,77;31,13;14.766,52;445,81;31,59;-0,30;146.884.250,00
BMOB3;13,58;4,74;9,77;1,00;0,77;22,89;7,66;8,23;10,50;5,35;-5,14;-0,49;0,80;1,72;-2,16;3,28;10,26;7,89;5,84;0,77;0,23;0,96;55,72;5,96;2.899.549,05;13,55;1,39;0,13;1.162.561.963,36
BNBR3;100,00;5,97;4,61;0,86;0,14;47,75;48,71;27,28;2,58;2,58;;;1,26;2,55;-0,15;;18,56;3,14;;0,17;0,83;0,11;10,88;24,15;14.425,62;116,80;21,68;-0,87;9.869.974.900,00
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;4,65;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;5,59;4.212.250.617,75
BOBR3;1,00;;3,57;275,96;0,28;41,02;13,83;4,73;1,22;2,96;1,23;277,35;0,17;-15,43;-0,61;0,97;7.721,50;7,91;49,19;0,00;1,00;1,67;6,30;0,76;0,00;0,00;0,28;-0,11;368.656.905,56
BOBR4;1,88;;6,72;518,81;0,53;41,02;13,83;4,73;2,30;2,96;1,23;277,35;0,32;-29,01;-1,15;0,97;7.721,50;7,91;49,19;0,00;1,00;1,67;6,30;0,76;80.027,52;0,00;0,28;-0,21;368.656.905,56
BPAC11;27,20;3,16;9,56;1,78;0,17;58,69;41,21;34,95;8,10;8,10;;;3,34;-0,23;-0,17;0,01;18,58;1,78;;0,10;0,89;0,05;26,97;53,55;235.789.444,71;15,32;2,85;0,40;104.322.154.013,87
BPAC3;14,04;2,04;14,80;2,75;0,26;58,69;41,21;34,95;12,55;8,10;;;5,17;-0,35;-0,27;0,01;18,58;1,78;;0,10;0,89;0,05;26,97;53,55;51.498,05;5,11;0,95;0,61;104.322.154.013,87
BPAC5;6,98;4,10;7,36;1,37;0,13;58,69;41,21;34,95;6,24;8,10;;;2,57;-0,18;-0,13;0,01;18,58;1,78;;0,10;0,89;0,05;26,97;53,55;50.548,57;5,11;0,95;0,31;104.322.154.013,87
BPAN4;6,34;3,81;12,83;1,07;0,12;47,05;5,06;4,42;11,22;11,22;;;0,57;;-0,12;;8,34;0,96;;0,12;0,88;0,22;16,74;25,90;17.551.692,05;5,92;0,49;16,23;8.045.904.370,60
BPAR3;117,42;9,39;3,04;0,55;0,06;57,54;20,06;11,15;1,69;1,69;;;0,34;2,52;-0,06;;17,90;2,01;;0,11;0,89;0,18;13,10;3,56;0,00;215,43;38,56;0,05;1.118.032.025,58
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;15,81;13,18;3,45;0,74;0,73;;;;3,55;3,51;-0,17;-0,03;;25,84;-0,76;5,41;21,33;21,19;20,63;0,99;0,01;0,00;;8,66;984.211,38;21,50;4,59;-0,23;6.424.044.907,94
BRAP4;16,63;13,81;3,63;0,77;0,77;;;;3,74;3,51;-0,17;-0,03;;27,18;-0,80;5,41;21,33;21,19;20,63;0,99;0,01;0,00;;8,66;48.660.238,19;21,50;4,59;-0,24;6.424.044.907,94
BRAV3;23,52;1,64;21,14;0,97;0,30;28,65;32,91;5,99;3,85;7,53;3,68;0,93;1,27;2,18;-0,41;2,19;4,59;1,43;9,04;0,31;0,69;0,24;178,26;;190.032.889,62;24,23;1,11;-0,01;10.917.493.090,56
BRBI11;13,14;14,84;7,09;1,63;0,11;100,00;7,68;54,93;50,69;4,46;-46,23;-1,49;3,89;1,82;-15,34;1,06;22,99;1,50;-0,10;0,07;0,93;0,03;-16,03;31,17;5.566.511,62;8,06;1,85;0,21;1.379.643.550,56
BRBI3;0,00;;0,00;0,00;0,00;100,00;7,68;54,93;0,00;4,46;-46,23;-1,49;0,00;0,00;0,00;1,06;22,99;1,50;-0,10;0,07;0,93;0,03;-16,03;31,17;;2,69;0,62;0,00;1.379.643.550,56
BRBI4;0,00;;0,00;0,00;0,00;100,00;7,68;54,93;0,00;4,46;-46,23;-1,49;0,00;0,00;0,00;1,06;22,99;1,50;-0,10;0,07;0,93;0,03;-16,03;31,17;;2,69;0,62;0,00;1.379.643.550,56
BRFS3;25,36;2,78;13,05;2,58;0,71;24,99;10,12;5,61;7,24;8,72;1,48;0,53;0,73;4,88;-1,33;1,45;19,77;5,40;14,00;0,27;0,71;0,96;12,17;;189.501.922,62;9,82;1,94;-0,07;42.667.521.518,56
BRGE11;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;9.295,00;25,56;0,40;-0,51;974.940.393,52
BRGE12;13,47;;33,84;0,53;0,33;-4.115,33;-798,17;824,67;-34,96;21,81;56,17;-0,85;279,05;0,87;-0,77;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;8.735,50;25,56;0,40;-0,52;974.940.393,52
BRGE3;13,50;;33,91;0,53;0,33;-4.115,33;-798,17;824,67;-35,04;21,81;56,17;-0,85;279,67;0,87;-0,77;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;39.834,14;25,56;0,40;-0,52;974.940.393,52
BRGE5;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;1.960,25;25,56;0,40;-0,51;974.940.393,52
BRGE6;12,92;;32,46;0,51;0,32;-4.115,33;-798,17;824,67;-33,53;21,81;56,17;-0,85;267,65;0,83;-0,74;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;5.375,50;25,56;0,40;-0,50;974.940.393,52
BRGE7;13,07;;32,83;0,51;0,32;-4.115,33;-798,17;824,67;-33,92;21,81;56,17;-0,85;270,76;0,84;-0,74;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;6.535,00;25,56;0,40;-0,50;974.940.393,52
BRGE8;13,17;;33,08;0,52;0,32;-4.115,33;-798,17;824,67;-34,18;21,81;56,17;-0,85;272,83;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;5.268,00;25,56;0,40;-0,51;974.940.393,52
BRIV3;12,86;;388,74;0,67;0,04;12,70;-0,94;0,09;-37,40;-37,03;;;0,35;2,19;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;32.430,73;19,32;0,03;-3,98;1.128.165.604,64
BRIV4;12,54;2,61;379,07;0,65;0,04;12,70;-0,94;0,09;-36,47;-37,03;;;0,34;2,14;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;124.732,29;19,32;0,03;-3,89;1.128.165.604,64
BRKM3;12,10;;-1,25;-385,85;0,10;7,82;-0,28;-10,32;-46,67;-192,98;-147,17;;0,13;1,28;-0,17;1,28;-30.940,76;-8,35;-8,14;0,00;1,02;0,81;4,00;;239.396,52;-0,03;-9,70;-0,02;9.466.534.416,76
BRKM5;11,58;;-1,19;-369,27;0,10;7,82;-0,28;-10,32;-44,67;-192,98;-147,17;;0,12;1,23;-0,16;1,28;-30.940,76;-8,35;-8,14;0,00;1,02;0,81;4,00;;38.566.254,81;-0,03;-9,70;-0,02;9.466.534.416,76
BRKM6;7,03;;-0,72;-224,17;0,06;7,82;-0,28;-10,32;-27,12;-192,98;-147,17;;0,07;0,75;-0,10;1,28;-30.940,76;-8,35;-8,14;0,00;1,02;0,81;4,00;;532,67;-0,03;-9,70;-0,01;9.466.534.416,76
BRML3;8,26;;2,60;0,51;0,30;89,29;246,33;167,01;1,76;2,06;0,30;0,09;4,34;3,00;-0,36;2,51;19,75;11,61;16,03;0,59;0,41;0,07;5,40;20,78;;16,10;3,18;0,01;6.770.891.280,44
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-29,10;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44
BRQB3;0,00;;0,00;0,00;0,00;35,98;16,31;11,33;0,00;-1,56;-1,56;-0,64;0,00;0,00;0,00;2,64;28,50;17,47;26,56;0,61;0,38;1,54;12,98;23,39;;1,76;0,50;0,00;0,00
BRSR3;11,65;9,59;5,94;0,46;0,03;33,95;6,29;5,13;4,85;4,55;;;0,31;1,84;-0,03;2,57;7,80;0,56;;0,07;0,93;0,11;12,01;-2,46;56.325,48;25,12;1,96;-0,41;4.468.883.684,85
BRSR5;14,80;6,85;7,55;0,59;0,04;33,95;6,29;5,13;6,17;4,55;;;0,39;2,34;-0,04;2,57;7,80;0,56;;0,07;0,93;0,11;12,01;-2,46;789,62;25,12;1,96;-0,52;4.468.883.684,85
BRSR6;10,20;9,75;5,20;0,41;0,03;33,95;6,29;5,13;4,25;4,55;;;0,27;1,61;-0,03;2,57;7,80;0,56;;0,07;0,93;0,11;12,01;-2,46;11.715.431,43;25,12;1,96;-0,36;4.468.883.684,85
BRST3;2,58;3,38;9,75;0,73;0,28;42,40;14,96;8,46;5,51;10,54;5,03;0,66;0,82;2,79;-0,39;1,54;7,44;2,86;5,76;0,38;0,62;0,34;41,71;35,66;534.094,95;3,56;0,26;-0,82;1.130.059.445,46
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;7,98;0,93;16,69;1,41;0,06;31,55;1,72;2,38;23,16;23,28;;;0,40;3,33;-0,06;;8,47;0,38;;0,04;0,96;0,16;13,50;-5,14;3.085,57;5,65;0,48;0,31;3.190.605.972,82
BSLI4;8,12;1,00;16,98;1,44;0,06;31,55;1,72;2,38;23,57;23,28;;;0,40;3,39;-0,07;;8,47;0,38;;0,04;0,96;0,16;13,50;-5,14;2.092,10;5,65;0,48;0,32;3.190.605.972,82
BTTL4;11.091,73;;-10.493,34;2.145,71;1.741,24;11,73;4,43;-8,73;20.704,61;7,36;-2,50;-0,26;916,32;8.002,59;-2.387,03;5,11;-20,45;-16,59;6,03;0,81;0,19;1,90;4,97;;;5,17;-1,06;70,15;78.463.799,04
CALI3;25,00;2,47;-567,24;3,14;0,38;30,34;22,01;-0,32;8,32;12,85;4,53;1,71;1,83;3,49;-0,55;1,55;-0,55;-0,07;11,44;0,12;0,88;0,21;69,63;;0,00;7,97;-0,04;5,61;93.026.625,00
CALI4;50,00;;-1.134,47;6,27;0,76;30,34;22,01;-0,32;16,65;12,85;4,53;1,71;3,66;6,97;-1,09;1,55;-0,55;-0,07;11,44;0,12;0,88;0,21;69,63;;;7,97;-0,04;11,21;93.026.625,00
CAMB3;10,74;6,20;6,09;1,60;1,14;48,72;21,35;16,39;4,68;4,22;-0,46;-0,16;1,00;3,85;-2,33;2,38;26,33;18,73;28,65;0,71;0,29;1,14;13,16;34,98;385.179,90;6,70;1,76;-2,09;454.034.359,20
CAMB4;6,25;0,43;3,54;0,93;0,66;48,72;21,35;16,39;2,72;4,22;-0,46;-0,16;0,58;2,24;-1,36;2,38;26,33;18,73;28,65;0,71;0,29;1,14;13,16;34,98;;6,70;1,76;-1,22;454.034.359,20
CAML3;5,85;4,41;3,59;0,66;0,19;16,83;6,09;3,17;1,87;4,56;2,69;0,96;0,11;0,60;-0,48;2,16;18,45;5,36;11,41;0,29;0,71;1,69;18,83;9,47;3.612.182,33;8,82;1,63;0,09;2.047.500.000,00
CASH3;2,75;;-7,70;0,74;0,51;-23,24;-23,24;-9,01;-2,98;0,02;3,00;-0,74;0,69;1,11;-1,42;3,49;-9,61;-6,62;-26,48;0,69;0,31;0,73;48,96;;2.997.899,29;3,72;-0,36;0,39;239.715.478,75
CASN3;8,77;0,62;54,72;4,61;1,99;47,96;26,11;9,91;20,77;21,53;3,97;0,88;5,42;-171,07;-2,32;0,92;8,43;3,64;9,17;0,43;0,57;0,37;8,52;;0,00;1,90;0,16;0,27;8.529.097.212,50
CASN4;6,07;0,78;37,87;3,19;1,38;47,96;26,11;9,91;14,38;21,53;3,97;0,88;3,75;-118,40;-1,60;0,92;8,43;3,64;9,17;0,43;0,57;0,37;8,52;;0,00;1,90;0,16;0,19;8.529.097.212,50
CATA3;103,61;44,51;0,69;0,08;0,04;29,47;9,42;7,19;0,53;2,67;2,15;0,31;0,05;0,13;-0,10;1,89;11,00;5,41;5,07;0,49;0,51;0,75;11,32;;;1.364,19;150,00;0,20;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;29,47;9,42;7,19;0,00;2,67;2,15;0,31;0,00;0,00;0,00;1,89;11,00;5,41;5,07;0,49;0,51;0,75;11,32;;;1.364,19;150,00;0,00;14.940.354,78
CBAV3;4,70;;-4,22;0,76;0,23;9,60;-3,35;-9,30;-11,72;-23,90;-12,18;0,79;0,39;1,17;-0,34;2,31;-18,07;-5,35;-5,75;0,30;0,68;0,58;;;16.790.079,48;6,16;-1,11;0,10;3.060.041.675,90
CBEE3;10,01;;-40,10;0,52;0,16;18,26;9,85;-0,88;3,58;11,03;7,45;1,07;0,35;-0,97;-0,20;0,52;-1,28;-0,40;6,51;0,31;0,69;0,46;7,38;;686,00;19,44;-0,25;-0,37;2.946.665.061,34
CCRO3;10,17;4,10;12,96;1,52;0,35;36,23;27,88;7,27;3,38;7,62;4,24;1,91;0,94;3,31;-0,44;1,98;11,73;2,68;10,05;0,23;0,76;0,37;14,27;15,15;104.242.448,38;6,69;0,78;0,19;20.543.400.000,00
CCXC3;1,16;;-0,25;-0,03;2,34;;;;-3,26;-3,21;0,05;;;-0,03;;0,01;-10,66;-946,44;0,81;-88,75;89,75;0,00;;;;-43,93;-4,68;0,00;1.973.425,64
CEAB3;8,05;;6,78;0,78;0,28;54,16;10,33;4,96;3,26;3,63;0,37;0,09;0,34;2,81;-0,53;1,27;11,51;4,17;14,66;0,36;0,64;0,84;5,40;16,10;35.059.738,90;10,32;1,19;0,01;2.481.372.797,40
CEBR3;15,86;9,85;6,64;1,06;0,77;54,83;60,99;49,33;5,37;2,39;-3,18;-0,63;3,27;1,70;-1,62;7,93;16,02;11,67;12,08;0,73;0,10;0,24;-32,89;13,87;57.640,33;14,92;2,39;-0,57;1.184.442.740,40
CEBR5;15,54;10,05;6,50;1,04;0,76;54,83;60,99;49,33;5,26;2,39;-3,18;-0,63;3,21;1,66;-1,59;7,93;16,02;11,67;12,08;0,73;0,10;0,24;-32,89;13,87;27.328,24;14,92;2,39;-0,56;1.184.442.740,40
CEBR6;17,00;10,10;7,11;1,14;0,83;54,83;60,99;49,33;5,76;2,39;-3,18;-0,63;3,51;1,82;-1,74;7,93;16,02;11,67;12,08;0,73;0,10;0,24;-32,89;13,87;108.997,57;14,92;2,39;-0,61;1.184.442.740,40
CEDO3;30,40;;4,79;1,22;0,34;29,57;15,68;6,28;1,92;4,08;2,36;1,50;0,30;2,70;-0,63;1,37;25,52;7,05;22,79;0,28;0,72;1,12;11,42;5,47;18.343,90;24,86;6,35;-5,49;273.477.509,44
CEDO4;23,29;;3,67;0,94;0,26;29,57;15,68;6,28;1,47;4,08;2,36;1,50;0,23;2,07;-0,48;1,37;25,52;7,05;22,79;0,28;0,72;1,12;11,42;5,47;19.309,86;24,86;6,35;-4,20;273.477.509,44
CEEB3;38,60;8,22;5,79;1,45;0,35;30,11;24,44;11,22;2,66;6,85;3,55;1,94;0,65;-6,37;-0,42;0,76;25,13;6,04;16,37;0,24;0,76;0,54;10,41;22,31;22.768,67;26,54;6,67;1,05;12.547.883.352,44
CEEB5;35,70;8,85;5,35;1,35;0,32;30,11;24,44;11,22;2,46;6,85;3,55;1,94;0,60;-5,89;-0,39;0,76;25,13;6,04;16,37;0,24;0,76;0,54;10,41;22,31;170,00;26,54;6,67;0,97;12.547.883.352,44
CEEB6;60,68;5,05;9,10;2,29;0,55;30,11;24,44;11,22;4,18;6,85;3,55;1,94;1,02;-10,02;-0,67;0,76;25,13;6,04;16,37;0,24;0,76;0,54;10,41;22,31;;26,54;6,67;1,66;12.547.883.352,44
CEED3;13,99;;-1,74;-0,26;0,13;19,32;3,96;-10,89;4,80;26,26;21,46;;0,19;-4,97;-0,18;0,92;-14,86;-7,43;13,84;-0,50;1,50;0,68;7,53;;0,00;-53,96;-8,02;-0,04;955.872.194,84
CEED4;20,00;;-2,49;-0,37;0,19;19,32;3,96;-10,89;6,86;26,26;21,46;;0,27;-7,11;-0,26;0,92;-14,86;-7,43;13,84;-0,50;1,50;0,68;7,53;;0,00;-53,96;-8,02;-0,06;955.872.194,84
CEGR3;56,01;2,16;28,52;10,78;3,12;27,02;17,09;9,83;16,40;17,09;0,69;0,45;2,80;-89,73;-4,31;0,89;37,79;10,94;26,06;0,29;0,71;1,11;6,17;24,11;0,00;5,20;1,96;-5,01;14.542.309.369,32
CEPE3;125,26;;445,05;5,85;0,70;19,81;12,04;0,26;9,47;16,88;8,10;5,01;1,14;-32,01;-0,90;0,91;1,31;0,16;9,92;0,12;0,88;0,61;8,57;-28,44;;21,40;0,28;-6,73;8.662.392.210,18
CEPE5;40,12;;142,55;1,87;0,22;19,81;12,04;0,26;3,03;16,88;8,10;5,01;0,37;-10,25;-0,29;0,91;1,31;0,16;9,92;0,12;0,88;0,61;8,57;-28,44;;21,40;0,28;-2,16;8.662.392.210,18
CEPE6;43,00;;152,78;2,01;0,24;19,81;12,04;0,26;3,25;16,88;8,10;5,01;0,39;-10,99;-0,31;0,91;1,31;0,16;9,92;0,12;0,88;0,61;8,57;-28,44;;21,40;0,28;-2,31;8.662.392.210,18
