TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
CESP3;25,55;;43,41;1,03;0,55;36,07;38,29;13,44;15,23;16,68;1,56;0,11;5,83;2,81;-0,71;6,18;2,38;1,26;3,51;0,53;0,47;0,09;-3,19;-8,12;;24,73;0,59;-0,48;8.302.192.833,55
CESP5;25,00;;42,48;1,01;0,53;36,07;38,29;13,44;14,90;16,68;1,56;0,11;5,71;2,75;-0,70;6,18;2,38;1,26;3,51;0,53;0,47;0,09;-3,19;-8,12;;24,73;0,59;-0,47;8.302.192.833,55
CESP6;25,25;;42,90;1,02;0,54;36,07;38,29;13,44;15,05;16,68;1,56;0,11;5,76;2,78;-0,70;6,18;2,38;1,26;3,51;0,53;0,47;0,09;-3,19;-8,12;;24,73;0,59;-0,48;8.302.192.833,55
CGAS3;120,00;16,80;5,64;11,31;1,12;20,20;20,03;18,54;5,22;7,41;2,19;4,75;1,05;32,67;-1,67;1,11;200,70;19,81;30,61;0,10;0,90;1,07;17,25;16,06;11.843,19;10,61;21,29;0,01;15.902.470.440,00
CGAS5;120,00;18,48;5,64;11,31;1,12;20,20;20,03;18,54;5,22;7,41;2,19;4,75;1,05;32,67;-1,67;1,11;200,70;19,81;30,61;0,10;0,90;1,07;17,25;16,06;158.286,57;10,61;21,29;0,01;15.902.470.440,00
CGRA3;25,83;10,40;6,02;0,58;0,42;50,66;9,81;12,52;7,69;5,21;-2,50;-0,19;0,75;1,52;-0,75;2,80;9,58;7,03;5,62;0,73;0,27;0,56;7,88;10,72;79.796,86;44,78;4,29;1,42;540.369.979,84
CGRA4;25,96;10,35;6,05;0,58;0,43;50,66;9,81;12,52;7,73;5,21;-2,50;-0,19;0,76;1,53;-0,75;2,80;9,58;7,03;5,62;0,73;0,27;0,56;7,88;10,72;272.990,00;44,78;4,29;1,43;540.369.979,84
CIEL3;5,83;2,61;10,29;1,79;0,16;44,32;20,99;14,90;7,30;8,28;0,98;0,24;1,53;15,36;-1,44;1,01;17,37;1,55;10,98;0,09;0,88;0,10;-1,93;-13,28;0,00;3,26;0,57;-0,50;15.839.031.805,63
CLSA3;9,84;;-75,23;2,65;2,16;35,05;-14,55;-5,14;-26,55;-21,50;5,05;-0,50;3,86;5,27;-5,09;3,44;-3,53;-2,87;-11,59;0,81;0,19;0,56;;;10.117.507,86;3,71;-0,13;6,09;1.849.192.430,40
CLSC3;79,24;7,18;4,53;0,90;0,23;17,50;9,77;6,44;2,99;5,89;2,93;0,89;0,29;3,04;-0,33;1,31;19,94;5,03;10,81;0,25;0,75;0,78;6,30;32,53;2.549,95;87,71;17,49;0,25;3.025.533.302,48
CLSC4;77,90;8,03;4,45;0,89;0,22;17,50;9,77;6,44;2,94;5,89;2,93;0,89;0,29;2,98;-0,33;1,31;19,94;5,03;10,81;0,25;0,75;0,78;6,30;32,53;251.964,48;87,71;17,49;0,25;3.025.533.302,48
CMIG3;14,75;9,66;6,39;1,50;0,67;21,82;27,02;17,12;4,05;4,09;0,72;0,27;1,09;62,33;-0,90;1,04;23,55;10,49;19,50;0,45;0,55;0,61;10,60;31,19;2.404.489,48;9,81;2,31;0,25;35.162.117.010,45
